7933 Main St. (Kansas City, MO)
Metropolitan Junior Academy (Plymouth, MI)
Metropolitan Learning Center (Portland, OR)
Metropolitan Learning Center For Global And International St (Bloomfield, CT)
Metropolitan Lighthouse Charter School (Bronx, NY)
Metropolitan Schoolhouse (Chicago, IL)
Metropolitan Soundview High School (The) (Bronx, NY)
Metter Career Academy (Metter, GA)
Metter Elementary School (Metter, GA)
Metter High School (Metter, GA)
Metuchen High School (Metuchen, NJ)
Metwest High (Oakland, CA)
Metzger Elementary School (Tigard, OR)
Mexia H S (Mexia, TX)
Mexicayotl Charter School (Nogales, AZ)
Mexico High (Mexico, MO)
Mexico High School (Mexico, NY)
Meyer Center For Special Children (Greenville, SC)
Meyer Elementary School (Lexington, MI)
Meyersdale Area HS (Meyersdale, PA)
Meyler Street Elementary (Torrance, CA)
Meyzeek Middle (Louisville, KY)
Mfl Marmac HS (Monona, IA)
Mfl Marmac Middle School (Mcgregor, IA)
Mg Millet Learning Center (Saginaw, MI)
Miami Arts Charter (Miami, FL)
Miami Arts Studio 6-12 At Zelda Glazer (Miami, FL)
Miami Beach Nautilus Middle School (Miami Beach, FL)
Miami Beach Senior High School (Miami Beach, FL)
Miami Beach South Pointe Elementary School (Miami Beach, FL)
Miami Bridge North (Miami, FL)
Miami Bridge South (Homestead, FL)
Miami Carol City Senior High (Miami Gardens, FL)
Miami Central Senior High School (Miami, FL)
Miami Children'S Museum Charter School (Miami, FL)
Miami Christian School (Miami, FL)
Miami Community Charter High School (Florida City, FL)
Miami Community Charter Middle School (Florida City, FL)
Miami Coral Park Senior High (Miami, FL)
Miami Country Day School (Miami, FL)
Miami East High School (Casstown, OH)
Miami Edison Senior High School (Miami, FL)
Miami Girls Academy (Miami, FL)
Miami Heights Elementary School (Miami, FL)
Miami High (Amoret, MO)
Miami HS (Miami, OK)
Miami Jackson Senior High School (Miami, FL)
Miami Junior Senior High School (Miami, AZ)
Miami Killian Senior High School (Miami, FL)
Miami Lakes Educational Center (Miami Lakes, FL)
Miami Lakes Educational Center And Technical College (Miami Lakes, FL)
Miami Learning Experience (Miami, FL)
Miami Macarthur Educational Center (Naranja, FL)
Miami Norland Senior High School (Miami, FL)
Miami Northwestern Senior High (Miami, FL)
Miami Palmetto Senior High School (Miami, FL)
Miami School (Hamilton, OH)
Miami School (Miami, TX)
Miami Senior High School (Miami, FL)
Miami Southridge Senior High (Miami, FL)
Miami Springs Senior High School (Miami Springs, FL)
Miami Sunset Senior High School (Miami, FL)
Miami Trace High School (Washington Court House, OH)
Miami Union Academy Of Sda (North Miami, FL)
Miami Union Adventist Academy (North Miami, FL)
Miami Valley Ctc (Englewood, OH)
Miami Valley Ctc Alternative (Dayton, OH)
Miami Virtual Program (Miami, AZ)
Miami Virtual School (Miami, FL)
Miami Youth Academy (Miami, FL)
Miami-Yoder Middle/High School (Rush, CO)
Miamisburg High School (Miamisburg, OH)
Mica Mountain High (Tucson, AZ)
Mica Peak High School (Spokane Valley, WA)
Micah Christian School (Louisville, KY)
Micanopy Academy (Micanopy, FL)
Miccosukee Indian School (Miami, FL)
Michael E. Smith Middle School (South Hadley, MA)
Michael El (San Antonio, TX)
Michael Grimmer Middle School (Schererville, IN)
Michael J Mcgivney (Saginaw, MI)
Michael J Petrides School (The) (Staten Island, NY)
Michael J. Castori Elementary (Sacramento, CA)
Michael T Simmons Elementary (Tumwater, WA)
Michelle Obama Elementary (El Cerrito, CA)
Michelle Obama Elementary (Panorama City, CA)
Michigan Avenue Elementary School (Saint Cloud, FL)
Michigan Center Jrsr High School (Michigan Center, MI)
Michigan City High School (Michigan City, IN)
Michigan Connections Academy (Okemos, MI)
Michigan Cyber Academy (Hazel Park, MI)
Michigan International Prep School (Elsie, MI)
Michigan Islamic Academy (Ann Arbor, MI)
Michigan Islamic Institute (Warren, MI)
Michigan Lutheran Seminary (Saginaw, MI)
Michigan Mathematics And Science Academy Dequindre (Warren, MI)
Michigan Online School (Gobles, MI)
Michigan Preparatory Virtual School (Grand Rapids, MI)
Michigan Reformatory (Ionia, MI)
Michigan School For The Deaf (Flint, MI)
Michigan Virtual Charter Academy (Hazel Park, MI)
Michigan Youth Challenge Academy (Battle Creek, MI)
Mickey Leland College Prep Acad For Young Men (Houston, TX)
Micted - Culinary (Prescott, AZ)
Micted - Medical (Prescott Vly, AZ)
Mid Cape Global Academy (Cape Coral, FL)
Mid City High (Davenport, IA)
Mid Ohio Valley Technical Institute (St Marys, WV)
Mid Peninsula School (Rock, MI)
Mid Rivers Elem. (St Peters, MO)
Mid State Ed Dist Steps Trans. Prog (Little Falls, MN)
Mid Valley Christian School (Middleport, OH)
Mid Valley Christian School (Weslaco, TX)
Mid Valley Elementary School (Hood River, OR)
Mid Valley High (Continuation) (Williams, CA)
Mid Valley Secondary Center (Throop, PA)
Mid Vermont Christian School (White River Junction, VT)
Mid-America Preparatory School (Herrick, IL)
Mid-Buchanan Sr. High (Faucett, MO)
Mid-Carolina High (Prosperity, SC)
Mid-Coast Sch Of Tech-Region 8 (Rockland, ME)
Mid-Columbia Adventist Christian School (Hood River, OR)
Mid-Columbia Parent Partnership (Kennewick, WA)
Mid-Maine Technical Center (Waterville, ME)
Mid-Peninsula High School (Menlo Park, CA)
Mid-Prairie High School (Wellman, IA)
Mid-South Comm College Tech Center (West Memphis, AR)
Mid-South Gifted Academy (Collierville, TN)
Midcities Montessori (Bedford, TX)
Midd-West HS (Middleburg, PA)
Middle Bucks Institute Of Technology (Jamison, PA)
Middle College @ Austin Peay State University (Clarksville, TN)
Middle College At Gtcc-Greensboro (Greensboro, NC)
Middle College At Nc A&T (Greensboro, NC)
Middle College H S At Hcc Fraga (Houston, TX)
Middle College H S At Hcc Gulfton (Houston, TX)
Middle College High (Los Angeles, CA)
Middle College High (Memphis, TN)
Middle College High (Nashville, TN)
Middle College High (San Bernardino, CA)
Middle College High (San Jose, CA)
Middle College High (San Pablo, CA)
Middle College High (Santa Ana, CA)
Middle College High (Stockton, CA)
Middle College High At Bennett (Greensboro, NC)
Middle College High School (Gallup, NM)
Middle College High School (Seattle, WA)
Middle College High School At Laguardia Community College (Long Island City, NY)
Middle College HS @ Dtcc (Durham, NC)
Middle College Of Forsyth Cnty (Winston-Salem, NC)
Middle Creek High (Apex, NC)
Middle Early College High School (Buffalo, NY)
Middle Level Alternative Program (Brainerd, MN)
Middle Level Learning Center (Alexandria, MN)
Middle Park High School (Granby, CO)
Middle Paxton El Sch (Dauphin, PA)
Middle Ridge Elementary School (Covington, GA)
Middle School 322 (New York, NY)
Middle School Of The Kennebunks (Kennebunk, ME)
Middle Tennessee Christian School (Murfreesboro, TN)
Middle Township High School (Cape May Court House, NJ)
Middleborough High (Middleborough, MA)
Middlebridge School (Narragansett, RI)
Middleburg High School (Middleburg, FL)
Middleburgh Junior/Senior High School (Middleburgh, NY)
Middlebury Academy (Akron, OH)
Middlebury Elementary School (Middlebury, IN)
Middlebury Union High School (Middlebury, VT)
Middlefork Primary School (Northfield, IL)
Middlefork School Rssp (Danville, IL)
Middlesboro Alternative School (Middlesboro, KY)
Middlesboro High School (Middlesboro, KY)
Middlesex Co Jdc (New Brunswick, NJ)
Middlesex Co Voc School East Bruns. School Of Career Develop (East Brunswick, NJ)
Middlesex County Voc Acad Allied Health & Biomedical Science (Woodbridge, NJ)
Middlesex County Voc Academy Math Science &Engineering Techn (Edison, NJ)
Middlesex County Vocational School East Brunswick (East Brunswick, NJ)
Middlesex County Vocational School Perth Amboy (Perth Amboy, NJ)
Middlesex County Vocational School Piscataway (Piscataway, NJ)
Middlesex El Sch (Carlisle, PA)
Middlesex Elem (Locust Hill, VA)
Middlesex High (Saluda, VA)
Middlesex High School (Middlesex, NJ)
Middlesex Middle School (Darien, CT)
Middleton Academy (Middleton, ID)
Middleton Academy (Woodbridge, VA)
Middleton High (Middleton, WI)
Middleton High School (Middleton, ID)
Middleton High School (Middleton, TN)
Middleton High School (Tampa, FL)
Middleton Middle School (Middleton, ID)
Middleton Mill Creek Elementary (Middleton, ID)
Middleton Street Elementary (Huntington Park, CA)
Middleton-Burney Elementary School (Crescent City, FL)
Middletown Area HS (Middletown, PA)
Middletown Christian School (Middletown, CA)
Middletown Elem (Middletown, VA)
Middletown High (Middletown, CA)
Middletown High (Middletown, MD)
Middletown High School (Middletown, CT)
Middletown High School (Middletown, DE)
Middletown High School (Middletown, NY)
Middletown High School (Middletown, OH)
Middletown High School (Middletown, RI)
Middletown High School North (Middletown, NJ)
Middletown High School South (Middletown, NJ)
Middletown Middle (Middletown, MD)
Middletown Preparatory & Fitness Academy (Middletown, OH)
Middletown Primary (Middletown, MD)
Midfield Area Vocational Department (Midfield, AL)
Midfield High School (Midfield, AL)
Midkota High School (Glenfield, ND)
Midlakes High School (Clifton Springs, NY)
Midlakes Primary School (Clifton Springs, NY)
Midland Adventist Academy (Shawnee, KS)
Midland Christian School (Midland, TX)
Midland Elementary School (Colorado Springs, CO)
Midland Elementary School (Floral, AR)
Midland Elementary School (Paramus, NJ)
Midland H S (Midland, TX)
Midland High School (Midland, LA)
Midland High School (Midland, MI)
Midland High School (Pleasant Plains, AR)
Midland High School (Varna, IL)
Midland Middle School (Sparland, IL)
Midland Middle/High School (Wyoming, IA)
Midland Park Jr./Sr. High School (Midland Park, NJ)
Midland Park Primary (North Charleston, SC)
Midland School (Rye, NY)
Midland School #1 (Rochelle Park, NJ)
Midland School Corporation (Los Olivos, CA)
Midland Trail (Kansas City, KS)
Midland Trail High (Hico, WV)
Midland Valley Christian Academy (Graniteville, SC)
Midland Valley High (Graniteville, SC)
Midlands Middle College (West Columbia, SC)
Midlothian H S (Midlothian, TX)
Midlothian Heritage H S (Midlothian, TX)
Midlothian High (Midlothian, VA)
Midnimo Cross Cultural Community School (Columbus, OH)
Midrash L'Man Achai (Flushing, NY)
Midstate Christian Academy (Meriden, CT)
Midtown Academy (Baltimore, MD)
Midtown Educational Center (Harriman, TN)
Midtown Elementary (Harriman, TN)
Midtown High School (Phoenix, AZ)
Midtown International School (Atlanta, GA)
Midvale Alternative School (Midvale, ID)
Midvale Middle (Sandy, UT)
Midvale School (Midvale, ID)
Midview High School (Grafton, OH)
Midview North Elementary School (Grafton, OH)
Midway Alternative H S (Canyon, TX)
Midway Elem (Church Road, VA)
Midway Elem. (Cleveland, MO)
Midway Elementary (Des Moines, WA)
Midway Elementary (Dunn, NC)
Midway Elementary (Lexington, NC)
Midway Es (Council Hill, OK)
Midway H S (Waco, TX)
Midway High (Cleveland, MO)
Midway High (Newton Grove, NC)
Midway High School (Inkster, ND)
Midway High School (Kingston, TN)
Midway Hills Primary (Milledgeville, GA)
Midway HS (Council Hill, OK)
Midway Middle (Dunn, NC)
Midway School (Henrietta, TX)
Midway School (Midway, UT)
Midwest Central High School (Manito, IL)
Midwest Central Primary School (Manito, IL)
Midwest City HS (Midwest City, OK)
Midwest School (Midwest, WY)
Midwood High School (Brooklyn, NY)
Mifflin Co Christian Academy (Mc Clure, PA)
Mifflin Co HS (Lewistown, PA)
Mifflin County Academy Of Science And Te (Lewistown, PA)
Mifflin County Christian Academy (Mc Clure, PA)
Mifflin High School (Columbus, OH)
Mifflin Park El Sch (Shillington, PA)
Mifflinburg Area Ms (Mifflinburg, PA)
Mifflinburg Area Shs (Mifflinburg, PA)
Miftaahul Uloom Academy (Union City, NJ)
Mighty River Academy Of Virtual Education (Prairie Du Chien, WI)
Miguel A Sastre Oliver (Jayuya, PR)
Miguel De Cervantes Saavedra (Bayamon, PR)
Miguel Melendez Munoz (Bayamon, PR)
Miguel Melendez Munoz (Cayey, PR)
Miguel Such (San Juan, PR)
Mijted - Ashfork High School (Ash Fork, AZ)
Mijted - Bagdad High School (Bagdad, AZ)
Mijted - Bradshaw Mountain High School (Prescott Valley, AZ)
Mijted - Chino Valley High School (Chino Valley, AZ)
Mijted - Mayer High School (Mayer, AZ)
Mijted - Prescott High School (Prescott, AZ)
Mijted - Seligman High School (Seligman, AZ)
Mijted - Yavapai College Agribusiness & Technology Center (Chino Valley, AZ)
Mijted - Yavapai College Ctec (Prescott, AZ)
Mijted - Yavapai College Prescott Valley (Prescott Vly, AZ)
Mike Choate Early Childhood Education Center (Fallbrook, CA)
Mike Clemens Center Adapt Lrng (O'Fallon, MO)
Mike Moses Middle (Nacogdoches, TX)
Mikor Hatorah (Lakewood, NJ)
Mila Elementary School (Merritt Island, FL)
Milaca Area Learning Center (Milaca, MN)
Milaca Secondary High (Milaca, MN)
Milagre Kids School (Lansdale, PA)
Milagre Kids School (Swarthmore, PA)
Milan Alternative Education (Milan, MI)
Milan Elementary (Milan, NM)
Milan High (Milan, MO)
Milan High School (Milan, IN)
Milan High School (Milan, MI)
Milan High School (Milan, TN)
Milano H S (Milano, TX)
Milano J H (Milano, TX)
Milbank High School - 01 (Milbank, SD)
Milburn HS (Milburn, OK)
Milby H S (Houston, TX)
Mildred Aitken School (Seekonk, MA)
Mildred B. Janson Elementary (Rosemead, CA)
Mildred C. Lakeway School (Littleton, NH)
Mildred H S (Corsicana, TX)
Mildred Helms Elementary School (Largo, FL)
Mildred Magowan Elementary School (Edgewater Park, NJ)
Mile High Academy (Highlands Ranch, CO)
Miles Avenue School (Billings, MT)
Miles H S (Miles, TX)
Miles P. Richmond (North Highlands, CA)
Miles River Middle (Hamilton, MA)
Miles W. Culwell Community Day (Coalinga, CA)
Miles-Exploratory Learning Center (Tucson, AZ)
Milestone Academy (Jenkintown, PA)
Milestone Democratic School (Madison, WI)
Milestones Behavioral Services (Milford, CT)
Milestones Behavioral Services (Orange, CT)
Milestones Charter School (Phoenix, AZ)
Milestones Community School Of Lake County (Leesburg, FL)
Milestones Day School (Waltham, MA)
Miley Achievement Ctr J-Shs (Las Vegas, NV)
Milford Brook School (Manalapan, NJ)
Milford Central School (Milford, NY)
Milford Christian Academy (Milford, CT)
Milford Christian School (Milford, DE)
Milford E Barnes Jr School (Wilkes Barre, PA)
Milford High (Milford, MA)
Milford High (Milford, UT)
Milford High School (Highland, MI)
Milford High School (Milford, NE)
Milford High School (Milford, NH)
Milford High School Campus (Milford, IL)
Milford Middle School (Milford, NH)
Milford Mill Academy (Baltimore, MD)
Milford School (Milford, TX)
Milford Senior High School (Milford, DE)
Milford Sr High School (Milford, OH)
Milhous School Inc. - Gerber (Sacramento, CA)
Mililani High School (Mililani, HI)
Mililani Mauka Elementary School (Mililani, HI)
Military And Global Leadership (Charlotte, NC)
Military Magnet Academy (North Charleston, SC)
Milken Community Middle School (Los Angeles, CA)
Milken Community School (Los Angeles, CA)
Milkovich Middle School (Maple Heights, OH)
Mill Creek El Sch (Levittown, PA)
Mill Creek High School (Hoschton, GA)
Mill Creek HS (Mill Creek, OK)
Mill Creek Intermediate School (Bunker Hill, WV)
Mill Creek School (Geneva, IL)
Mill Creek West Elementary (Amo, IN)
Mill Hill School (Southport, CT)
Mill Lake (Monroe Twp, NJ)
Mill Pond School (Hodgdon, ME)
Mill Pond School (Springfield, MA)
Mill River Union High School (North Clarendon, VT)
Mill Road-Intermediate Grades (Red Hook, NY)
Mill School (The) (Winooski, VT)
Mill Springs Academy (Alpharetta, GA)
Mill Stream Elementary School (Norridgewock, ME)
Mill Valley Elementary School (Marysville, OH)
Mill Valley High School (Shawnee, KS)
Mill Valley Middle (Mill Valley, CA)
Millard Area Technology Center (Pikeville, KY)
Millard Fillmore Elementary School (Moravia, NY)
Millard Hawk Elementary School (Central Square, NY)
Millard High (Fillmore, UT)
Millard North High School (Omaha, NE)
Millard School (Pikeville, KY)
Millard South High School (Omaha, NE)
Millard West High School (Omaha, NE)
Millbach Mennonite School (Newmanstown, PA)
Millboro Elem (Millboro, VA)
Millbrook Elementary (Raleigh, NC)
Millbrook High (Raleigh, NC)
Millbrook High (Winchester, VA)
Millbrook High School (Millbrook, NY)
Millbrook Middle School (Millbrook, NY)
Millbrook School (Millbrook, NY)
Millburn High School (Millburn, NJ)
Millbury Junior/Senior High (Millbury, MA)
Millcreek Elementary School (Lexington, KY)
Millcreek High (St George, UT)
Millegeville Itu (Milledgeville, GA)
Millenium Art Academy (Bronx, NY)
Millennia Gardens Elementary (Orlando, FL)
Millennial Christian School (Jacksonville, FL)
Millennium 6-12 Collegiate Academy (Tamarac, FL)
Millennium Academy (New Port Richey, FL)
Millennium Brooklyn High School (Brooklyn, NY)
Millennium Charter (Tracy, CA)
Millennium Charter Academy (Mount Airy, NC)
Millennium Community School (Columbus, OH)
Millennium High Alternative (Piedmont, CA)
Millennium High School (Goodyear, AZ)
Millennium High School (New York, NY)
Millennium Leadership Christian Academy Inc (Oakland Park, FL)
Miller (Isaac) Elementary (Santa Maria, CA)
Miller Avenue Elementary School (Sugarcreek, OH)
Miller Avenue School (Shoreham, NY)
Miller Career Academy (St Louis, MO)
Miller City High School (Miller City, OH)
Miller County High School (Colquitt, GA)
Miller County Middle School (Colquitt, GA)
Miller El (Little Elm, TX)
Miller El (Lubbock, TX)
Miller Elementary School (Canton, MI)
Miller Elementary School (Dearborn, MI)
Miller Grove High School (Lithonia, GA)
Miller Grove School (Cumby, TX)
Miller Heights El (Belton, TX)
Miller Heights El Sch (Bethlehem, PA)
Miller High (Miller, MO)
Miller High School - 01 (Miller, SD)
Miller High School (Corning, OH)
Miller Int (Pasadena, TX)
Miller John F Es (Las Vegas, NV)
Miller Jr. High - 04 (Miller, SD)
Miller Park Center (Lee'S Summit, MO)
Miller Place High School (Miller Place, NY)
Miller School (Holliston, MA)
Miller School Of Albemarle (Charlottesville, VA)
Miller Special Education (Lakewood, CO)
Miller-Driscoll School (Wilton, CT)
Miller'S Military Academy (Lithonia, GA)
Millers Creek Christian School (Millers Creek, NC)
Millersburg Area Shs (Millersburg, PA)
Millersport Elementary School (Millersport, OH)
Millersport Jr/Sr High School (Millersport, OH)
Milligan Academy Rssp (Decatur, IL)
Millikan High (Long Beach, CA)
Milliken Elementary School (Milliken, CO)
Millikin Elem School (Geneseo, IL)
Millington Central High School (Millington, TN)
Millington High School (Millington, MI)
Millington Junior High School (Millington, MI)
Millis High School (Millis, MA)
Millry High School (Millry, AL)
Mills Elementary School (Sandusky, OH)
Mills High (Millbrae, CA)
Mills Lawn Elementary School (Yellow Springs, OH)
Millsap El (Cypress, TX)
Millsap H S (Millsap, TX)
Millsap Middle (Millsap, TX)
Millsaps Career & Tech Center (Starkville, MS)
Millstadt Consolidated School (Millstadt, IL)
Millstream Career Center (Findlay, OH)
Milltown Primary School (Bridgewater, NJ)
Millville Area Jshs (Millville, PA)
Millville Senior High School (Millville, NJ)
Millwood HS (Oklahoma City, OK)
Millwood School (Midlothian, VA)
Milner Middle School (Hartford, CT)
Milnor High School (Milnor, ND)
Milo Adventist Academy (Days Creek, OR)
Milor Continuation High (Rialto, CA)
Milpitas High (Milpitas, CA)
Milton B Lee Academy Of Science & Engineering (San Antonio, TX)
Milton C Porter Ed Center (Adrian, MI)
Milton Cooper El (Houston, TX)
Milton Elementary School (Milton, DE)
Milton Hershey School (Hershey, PA)
Milton High (Milton, MA)
Milton High (Milton, WI)
Milton High School (Alpharetta, GA)
Milton High School (Milton, FL)
Milton HS (Milton, PA)
Milton M Daniels Learning Center (Wilson, NC)
Milton Middle School (Milton, VT)
Milton Senior High School (Milton, VT)
Milton Terrace Elementary School (Ballston Spa, NY)
Milton-Union Elementary School (West Milton, OH)
Milton-Union High School (West Milton, OH)
Miltonvale High (Miltonvale, KS)
Milwaukee Academy Of Science (Milwaukee, WI)
Milwaukee College Preparatory School -- Lloyd Street (Milwaukee, WI)
Milwaukee County Correctional Facility South (Franklin, WI)
Milwaukee County Youth Education Center (Milwaukee, WI)
Milwaukee French Immersion (Milwaukee, WI)
Milwaukee High School Of The Arts (Milwaukee, WI)
Milwaukee Lutheran High School (Milwaukee, WI)
Milwaukee Parkside School (Milwaukee, WI)
Milwaukee School Of Languages (Milwaukee, WI)
Milwaukee Seventh-Day Adventist School (Milwaukee, WI)
Milwaukee Sign Language Elementary (Milwaukee, WI)
Milwaukie Academy Of The Arts (Milwaukie, OR)
Milwaukie High School (Milwaukie, OR)
Mimbres Valley High School (Deming, NM)
Minarets Charter High (O'Neals, CA)
Minarets High (O'Neals, CA)
Minatare High School (Minatare, NE)
Minco Es (Minco, OK)
Minco HS (Minco, OK)
Mind And Soul School (Maxcon, NC)
Minden East Elementary School (Minden, NE)
Minden High School (Minden, LA)
Minden High School (Minden, NE)
Mineola H S (Mineola, TX)
Mineola High School (Garden City Park, NY)
Miner Academy (Bauxite, AR)
Mineral Alternative Education (Hawthorne, NV)
Mineral County Alternative Program (Keyser, WV)
Mineral County High School (Hawthorne, NV)
Mineral County Technical Center (Keyser, WV)
Mineral Point High (Mineral Point, WI)
Mineral Point Middle (Mineral Point, WI)
Mineral Ridge High School (Mineral Ridge, OH)
Mineral Springs High School (Mineral Springs, AR)
Mineral Springs Middle (Winston Salem, NC)
Mineral Wells Academy (Mineral Wells, TX)
Mineral Wells H S (Mineral Wells, TX)
Mineral Wells/Palo Pinto County Daep (Mineral Wells, TX)
Minersville Area El Ctr (Minersville, PA)
Minersville Area Jshs (Minersville, PA)
Minersville School (Minersville, UT)
Minerva Central School (Olmstedville, NY)
Minerva High School (Minerva, OH)
Mines Elementary School (Warren, OH)
Minford High School (Minford, OH)
Mingo Central Comprehensive High School (Delbarton, WV)
Mingo County Extended Learning Center (Delbarton, WV)
Mingo Puxico Technical High (Puxico, MO)
Mingo Valley Christian School (Tulsa, OK)
Mingus Mountain Academy (Prescott Valley, AZ)
Mingus Union High School (Cottonwood, AZ)
Mini-Cassia Online Learning Academy (Burley, ID)
Minico Senior High School (Rupert, ID)
Minisinaakwaang Leadership Academy (Mcgregor, MN)
Minisink Valley High School (Middletown, NY)
Minneapolis Jr-Sr High School (Minneapolis, KS)
Minneapolis On Line Learning (Minneapolis, MN)
Minnechaug Regional High (Wilbraham, MA)
Minnehaha Academy - Upper School (Minneapolis, MN)
Minneola Conversion Charter School (Minneola, FL)
Minneola High (Minneola, KS)
Minneota Secondary (Minneota, MN)
Minnesota Center (Isanti, MN)
Minnesota Connections Academy (Saint Paul, MN)
Minnesota New Country School (Henderson, MN)
Minnesota Online High School (Saint Paul, MN)
Minnesota River School (Saint Peter, MN)
Minnesota Transitions Charter Elem (Minneapolis, MN)
Minnesota Valley Lutheran High School (New Ulm, MN)
Minnesota Valley School (St. Peter, MN)
Minnesota Virtual Schools (Saint Paul, MN)
Minnetonka Christian Academy (Minnetonka, MN)
Minnetonka Senior High (Minnetonka, MN)
Minnetonka West Middle (Excelsior, MN)
Minnewashta Elementary (Excelsior, MN)
Minnewaska Area Win Academy (Starbuck, MN)
Minnewaska Secondary (Glenwood, MN)
Minnewaska Secondary Alternative Pg (Glenwood, MN)
Minnewaukan High School (Minnewaukan, ND)
Minnick School - Wytheville Campus (Wytheville, VA)
Minnick School-Harrisonburg (Harrisonburg, VA)
Minnick Schools (Roanoke, VA)
Minnie Hughes Elementary (Yonges Island, SC)
Minooka Community High School (Minooka, IL)
Minooka Jr High School (Minooka, IL)
Minor Daniels Academy (Louisville, KY)
Minor High School (Adamsville, AL)
Minor Middle School (Adamsville, AL)
Minster Jr/Sr High School (Minster, OH)
Minto High School (Minto, ND)
Minto School (Minto, AK)
Mintz Christian Academy (Roseboro, NC)
Minuteman Regional High (Lexington, MA)
Mioausable Elementary School (Mio, MI)
Mioausable High School (Mio, MI)
Mira Costa High (Manhattan Beach, CA)
Mira Loma High (Sacramento, CA)
Mira Mesa High (San Diego, CA)
Mira Monte High (Bakersfield, CA)
Mirabile Elem. (Polo, MO)
Miracle City Academy (Piketon, OH)
Miracles Schools (Spring Hill, FL)
Miraleste Intermediate (Rancho Palos Verdes, CA)
Miramar Elementary School (Miramar, FL)
Miramar High School (Miramar, FL)
Miramar Ranch Elementary (San Diego, CA)
Miramonte Elementary (Clovis, CA)
Miramonte Elementary (Los Angeles, CA)
Miramonte High (Orinda, CA)
Miranda Junior High (Miranda, CA)
Mireles El (Corpus Christi, TX)
Mireles El (San Antonio, TX)
Mireles Elem Academy (Chicago, IL)
Miriam Academy (Saint Louis, MO)
Mirra Educational Centers Inc. (Homestead, FL)
Mirrer Yeshiva Educational Institute (Brooklyn, NY)
Mirror Lake Elementary School (Federal Way, WA)
Mirror Lakes Elementary School (Lehigh Acres, FL)
Mirus Academy (Katy, TX)
Mirus Secondary (Hesperia, CA)
Mishawaka High School (Mishawaka, IN)
Mishicot High (Mishicot, WI)
Miss Porter'S School (Farmington, CT)
Mission Academy (Acton, CA)
Mission Achievement And Success 1.0 (Albuquerque, NM)
Mission Bay High (San Diego, CA)
Mission College Prep High School (San Luis Obispo, CA)
Mission Collegiate H S (Alton, TX)
Mission Community Day (Corcoran, CA)
Mission Continuation (San Fernando, CA)
Mission Early College H S (El Paso, TX)
Mission Early College High (Santa Clara, CA)
Mission Early Learning (Mission, TX)
Mission Glen El (Houston, TX)
Mission H S (Mission, TX)
Mission Heights Preparatory High School (Casa Grande, AZ)
Mission High (San Francisco, CA)
Mission High School (Las Vegas, NV)
Mission Hills High (San Marcos, CA)
Mission Hope Foundation (Columbia, SC)
Mission J H (Mission, TX)
Mission Oak High (Tulare, CA)
Mission Ridge (El Paso, TX)
Mission San Jose High (Fremont, CA)
Mission Trail Middle School (Olathe, KS)
Mission Trails Rop (Salinas, CA)
Mission Valley Christian Academy (Polson, MT)
Mission Valley Elementary (Tulare, CA)
Mission Valley Junior And Senior High School (Eskridge, KS)
Mission Valley Rocp (Fremont, CA)
Mission Valley Spectrum - Mission (Hayward, CA)
Mission Viejo High (Mission Viejo, CA)
Mission View Public (Santa Clarita, CA)
Mission Vista Academy (Beaumont, CA)
Mission Vista High (Oceanside, CA)
Missionary Christian Academy (Tampa, FL)
Missionary Christian School (Tampa, FL)
Missisquoi Valley Union High School (Swanton, VT)
Mississinawa Valley Elementary School (Union City, OH)
Mississinawa Valley Jr/Sr High School (Union City, OH)
Mississinawa Valley Preschool (Union City, OH)
Mississinewa High School (Gas City, IN)
Mississippi Heights Elementary (Sauk Rapids, MN)
Mississippi Valley Christian School (Alton, IL)
Mississippi Valley School (Hannibal, MO)
Missouri Eastern Corr Center (Pacific, MO)
Missouri Military Academy (Mexico, MO)
Missouri Torah Institute (Chesterfield, MO)
Missouri Valley High School (Missouri Valley, IA)
Mit Academy (Vallejo, CA)
Mitchell Christian School (Mitchell, SD)
Mitchell County Elementary School (Baconton, GA)
Mitchell County High School (Camilla, GA)
Mitchell County Primary School (Camilla, GA)
Mitchell El (Bryan, TX)
Mitchell El (Dallas, TX)
Mitchell Elementary (West Allis, WI)
Mitchell Elementary School (Bridgewater, MA)
Mitchell Elementary School (Gadsden, AL)
Mitchell Elementary School (Granite City, IL)
Mitchell High (Bakersville, NC)
Mitchell High (Memphis, TN)
Mitchell High School - 01 (Mitchell, SD)
Mitchell High School (Colorado Springs, CO)
Mitchell High School (Mitchell, IN)
Mitchell Int (The Woodlands, TX)
Mitchell Middle School - 02 (Mitchell, SD)
Mitchell Road Elementary (Greenville, SC)
Mitchell School (Mitchell, OR)
Mitchell Secondary School (Mitchell, NE)
Mittelstadt El (Klein, TX)
Miwok Valley Elementary Charter (Petaluma, CA)
Mixter School (Lincoln Park, MI)
Miyamura High School (Gallup, NM)
Mize Attendance Center (Mize, MS)
Mize Elementary School (Shawnee, KS)
Mky- Head Start /Dpp Pk School (St Augustine, FL)
Mlc Preparatory Academy (Miami, FL)
Mlmpi Prep Academy 2 (Oakland Park, FL)
Mlmpi Prep Academy 3 (Cutler Bay, FL)
Mls-Mohall High School (Mohall, ND)
Mmcru High School (Marcus, IA)
Mmsa High School (Saint Paul, MN)
Mn Academy For The Blind (Faribault, MN)
Mn Academy For The Deaf (Faribault, MN)
