C A Farley (Hudson, MA)
Champion Preparatory Academy (Apopka, FL)
Champion San Tan (San Tan Valley, AZ)
Champion School (San Jose, CA)
Champions Christian Academy (Laredo, TX)
Championship Academy Of Distinction At Davie (Davie, FL)
Championship Academy Of Distinction At Hollywood (Hollywood, FL)
Championship Academy Of Distinction High School (Lauderdale Lakes, FL)
Championship Academy Of Distinction Middle School (Hollywood, FL)
Championship Academy Of Distinction Of West Broward (Sunrise, FL)
Champlain Valley Union High School (Hinesburg, VT)
Champlin Park High School (Champlin, MN)
Champs - Charter HS Of Arts-Multimedia & Performing (Van Nuys, CA)
Chana Educ Center/Rock River (Chana, IL)
Chance Transitional School (Bloomington Springs, TN)
Chancellor Academy (Pompton Plains, NJ)
Chancellor Avenue Elementary School (Irvington, NJ)
Chancellor Elem (Fredericksburg, VA)
Chancellor High (Fredericksburg, VA)
Chancery High Charter (Orlando, FL)
Chandler Academy (Charleston, WV)
Chandler Elementary (Duxbury, MA)
Chandler Elementary (Sherman Oaks, CA)
Chandler Elementary Community (Worcester, MA)
Chandler High School (Chandler, AZ)
Chandler HS (Chandler, OK)
Chandler Jhs (Chandler, OK)
Chandler Magnet (Worcester, MA)
Chandler Oaks El (Round Rock, TX)
Chandler Park Academy High School (Harper Woods, MI)
Chandler Traditional Academy - Independence (Sun Lakes, AZ)
Chandler Traditional Academy - Liberty Campus (Chandler, AZ)
Chandler View Elem School (Omaha, NE)
Chaney High (Youngstown, OH)
Chaney-Monge School (Crest Hill, IL)
Changemaker High School (Tucson, AZ)
Changing Lives Academy Inc. (Orlando, FL)
Changing Oasis, Inc (Chicago, IL)
Chanhassen High School (Chanhassen, MN)
Channahon Junior High School (Channahon, IL)
Channel Islands High (Oxnard, CA)
Channel View School For Research (Rockaway Park, NY)
Channelview H S (Channelview, TX)
Channing School (Channing, TX)
Chantilly High (Chantilly, VA)
Chantilly High School Academy (Chantilly, VA)
Chanute High (Chanute, KS)
Chaparral Elementary School (Phoenix, AZ)
Chaparral H S (Killeen, TX)
Chaparral High (Anthony, NM)
Chaparral High (Continuation) (San Dimas, CA)
Chaparral High (El Cajon, CA)
Chaparral High (Ojai, CA)
Chaparral High (Phelan, CA)
Chaparral High (Temecula, CA)
Chaparral High School (Parker, CO)
Chaparral High School (Scottsdale, AZ)
Chaparral HS (Las Vegas, NV)
Chaparral Jr/Sr High (Anthony, KS)
Chaparral Star Academy (Austin, TX)
Chapel Field Christian School (Pine Bush, NY)
Chapel Forge Early Childhood Center (Bowie, MD)
Chapel Haven Schleifer Center (New Haven, CT)
Chapel Hill Chauncy Hall School (Waltham, MA)
Chapel Hill El (Mount Pleasant, TX)
Chapel Hill Elementary (Gladstone, MO)
Chapel Hill Elementary School (Decatur, GA)
Chapel Hill H S (Mount Pleasant, TX)
Chapel Hill H S (Tyler, TX)
Chapel Hill High (Chapel Hill, NC)
Chapel Hill High School (Douglasville, GA)
Chapel Hill J H (Tyler, TX)
Chapelgate Christian Academy (Marriottsville, MD)
Chapin H S (El Paso, TX)
Chapin High (Chapin, SC)
Chapin Middle (Chapin, SC)
Chapman Elementary (Chico, CA)
Chapman Elementary (Gardena, CA)
Chapman Elementary School (Huntsville, AL)
Chapman Elementary School (Rockwood, MI)
Chapman High (Chapman, KS)
Chapman High (Inman, SC)
Chapman School (Anchor Point, AK)
Chapman Vocational Education Center (Covington, KY)
Chapman'S Retreat Elementary (Spring Hill, TN)
Chapmanville Regional High School (Chapmanville, WV)
Chappell Elem School (Chicago, IL)
Chappell Elementary (Green Bay, WI)
Chaputnguak School (Chefornak, AK)
Char Eng Early College-Uncc (Charlotte, NC)
Char-Meck Virtual High School (Charlotte, NC)
Chardon High School (Chardon, OH)
Charem Alternative Schools (Boyne City, MI)
Charem Special Education Schools (Charlevoix, MI)
Charette Charter School (Providence, RI)
Chariho Alternative Learning A (Wood River Junction, RI)
Chariho Career And Tech Center (Wood River Junction, RI)
Chariho High School (Wood River Junction, RI)
Charis Academy (Summerville, SC)
Chariton High School (Chariton, IA)
Charity Christian School (Lawndale, NC)
Charleroi Area HS (Charleroi, PA)
Charles A Brown Elementary School (Birmingham, AL)
Charles A Forbes Middle (Georgetown, TX)
Charles A Lindbergh Middle School (Peoria, IL)
Charles A Tindley Accelerated Sch (Indianapolis, IN)
Charles Acton El (Dallas, TX)
Charles B Aycock High (Pikeville, NC)
Charles Baxter J H (Everman, TX)
Charles Britt Academy (St Petersburg, FL)
Charles C Cashman Elementary (Amesbury, MA)
Charles C Mcglinnen School (Clinton Township, MI)
Charles Campagne School (Bethpage, NY)
Charles City Co High (Charles City, VA)
Charles City High School (Charles City, IA)
Charles D. Jones Junior High (Baldwin Park, CA)
Charles D'Amico High School (Albion, NY)
Charles David Wyche Jr Elementary School (Miami Gardens, FL)
Charles Drew Charter School Ja/Sa (Atlanta, GA)
Charles Drew Elementary School (Pompano Beach, FL)
Charles E Brown Middle (Newton Centre, MA)
Charles E Smith Jewish Day School (Rockville, MD)
Charles E. Shea High School (Pawtucket, RI)
Charles E. Trefurt School (Jersey City, NJ)
Charles England Elementary School (Lexington, NC)
Charles F Fernandez Center Alt Learning (Stevens Point, WI)
Charles F Hard Elementary School (Bessemer, AL)
Charles F Tigard Elementary School (Tigard, OR)
Charles Finney School (The) (Penfield, NY)
Charles Francis Adams High School (Clarkston, WA)
Charles Graebner El (San Antonio, TX)
Charles H Darden Middle (Wilson, NC)
Charles H. Barrows Stem Academy (North Windham, CT)
Charles H. Castle Elementary (Bakersfield, CA)
Charles H. Kelly Elementary School (Burlington, KY)
Charles H. Kim Elementary (Los Angeles, CA)
Charles H. Lee Elementary (Azusa, CA)
Charles Hay World School (Englewood, CO)
Charles Henderson High School (Troy, AL)
Charles Herbert Flowers High (Springdale, MD)
Charles J Colgan Sr High (Manassas, VA)
Charles J Prescott (Norwood, MA)
Charles L Bowers Farm (Bloomfield Hills, MI)
Charles L. Spragg School (Egg Harbor City, NJ)
Charles M. Burke Elementary School (Duson, LA)
Charles Mccann Vocational Technical (North Adams, MA)
Charles Middle (El Paso, TX)
Charles O Dickerson High School (Trumansburg, NY)
Charles Page HS (Sand Springs, OK)
Charles R Drew K-8 Center (Miami, FL)
Charles R. Drew Charter School (Atlanta, GA)
Charles R. Drew High School (Riverdale, GA)
Charles Russell Elementary School (Ashland, KY)
Charles S Pierce Middle (Milton, MA)
Charles School At Ohio Dominican University (Columbus, OH)
Charles Spencer Elementary School (Tifton, GA)
Charles Sumner (Roslindale, MA)
Charles T. Kranz Intermediate (El Monte, CA)
Charles W Baker High School (Baldwinsville, NY)
Charles W Flanagan High School (Pembroke Pines, FL)
Charles W Longer El Sch (Hollidaysburg, PA)
Charles W Morey (Lowell, MA)
Charles W Sechrist Elementary School (Flagstaff, AZ)
Charles W Springmyer Elementary School (Cincinnati, OH)
Charles W. Eliot Middle (Altadena, CA)
Charles Wright Academy (Tacoma, WA)
Charles Wright Academy Of Arts And Science (Detroit, MI)
Charles Wright Elementary (Merced, CA)
Charles Wright School (Wethersfield, CT)
Charleston Advancement Academy High School (Charleston, SC)
Charleston Catholic High School (Charleston, WV)
Charleston Charter School For Math And Science (Charleston, SC)
Charleston Collegiate School (Johns Island, SC)
Charleston High (Charleston, MO)
Charleston High School (Charleston, AR)
Charleston High School (Charleston, IL)
Charleston High School (Charleston, MS)
Charleston Middle (Charleston, MO)
Charleston School Of The Arts (North Charleston, SC)
Charlestown El Sch (Malvern, PA)
Charlestown Elementary School (Charlestown, RI)
Charlestown High (Charlestown, MA)
Charlestown Primary School (Charlestown, NH)
Charlestown Senior High School (Charlestown, IN)
Charlevoix Elementary School (Charlevoix, MI)
Charlevoix Middle High School (Charlevoix, MI)
Charlevoix Montessori Academy For The Arts (Charlevoix, MI)
Charlie Y. Brown Alt (Bloomfield, NM)
Charlo 6-8 (Charlo, MT)
Charlo High School (Charlo, MT)
Charlotte A Dunning (Framingham, MA)
Charlotte Amalie High School (Saint Thomas, VI)
Charlotte Anderson El (Arlington, TX)
Charlotte Ave Elementary School (Nashua, NH)
Charlotte Catholic High School (Charlotte, NC)
Charlotte Christian School (Charlotte, NC)
Charlotte Country Day School (Charlotte, NC)
Charlotte Early Middle College (Charlotte, MI)
Charlotte East Language Academy (Charlotte, NC)
Charlotte Elementary School (Charlotte, ME)
Charlotte H S (Charlotte, TX)
Charlotte Harbor School (Port Charlotte, FL)
Charlotte High School (Punta Gorda, FL)
Charlotte Islamic Academy (Charlotte, NC)
Charlotte Latin School (Charlotte, NC)
Charlotte Leadership Academy (Charlotte, NC)
Charlotte Middle (Charlotte, TX)
Charlotte Middle School (Charlotte, MI)
Charlotte Park Elementary (Nashville, TN)
Charlotte Public Schools Project Success (Charlotte, MI)
Charlotte Secondary (Charlotte, NC)
Charlotte Senior High School (Charlotte, MI)
Charlotte Teacher Early College (Charlotte, NC)
Charlotte Technical College (Port Charlotte, FL)
Charlotte Valley School (Davenport, NY)
Charlotte Virtual Franchise (Port Charlotte, FL)
Charlotte Virtual Instruction Program (Port Charlotte, FL)
Charlottesville High (Charlottesville, VA)
Charlottesville Hosp. Ep. (Charlottesville, VA)
Charlton County High School (Folkston, GA)
Charlton Heston Academy (Saint Helen, MI)
Charlton Street (Southbridge, MA)
Charter Community School Home Study Academy (Placerville, CA)
Charter High School For Law And Social Justice (Bronx, NY)
Charter High School Of The Americas (Florida City Campus) (Florida City, FL)
Charter High School Of The Americas (Miami, FL)
Charter Oak High (Covina, CA)
Charter Oak International Academy (West Hartford, CT)
Charter School For Applied Technologies (Buffalo, NY)
Charter School Of Excellence (Fort Lauderdale, FL)
Charter School Of San Diego (San Diego, CA)
Charter School Of Wilmington (Wilmington, DE)
Charterhouse School - Edinburg (Edinburg, VA)
Chartertech High School For The Performing Arts (Somers Point, NJ)
Chartiers Valley HS (Bridgeville, PA)
Chartiers-Houston Jshs (Houston, PA)
Chartwell School (Seaside, CA)
Charyl Stockwell Academy High School (Brighton, MI)
Chase County Elementary School (Strong City, KS)
Chase County High School (Imperial, NE)
Chase County Junior Senior High School (Cottonwood Falls, KS)
Chase High (Chase, KS)
Chase High School (Forest City, NC)
Chase Lake Elementary (Edmonds, WA)
Chase Middle School (Spokane, WA)
Chase Middle School (Topeka, KS)
Chase Street Elementary (Panorama City, CA)
Chaska High School (Chaska, MN)
Chaska Middle School West (Chaska, MN)
Chassell K12 School (Chassell, MI)
Chateaugay Elementary School (Chateaugay, NY)
Chateaugay High School (Chateaugay, NY)
Chateaux School (Hazel Crest, IL)
Chatfield High School (Littleton, CO)
Chatfield Secondary (Chatfield, MN)
Chatham Academy (Savannah, GA)
Chatham Central High (Bear Creek, NC)
Chatham Charter (Siler City, NC)
Chatham Correspondence (Angoon, AK)
Chatham Hall (Chatham, VA)
Chatham High (Chatham, VA)
Chatham High School (Chatham, NJ)
Chatham High School (Chatham, NY)
Chatham Park El Sch (Havertown, PA)
Chatham School Of Science & Engineering (Siler City, NC)
Chatmans Early Christian Academy (Jacksonville, FL)
Chatsworth Charter High (Chatsworth, CA)
Chatsworth Elementary School (Chatsworth, GA)
Chatt High Center For Creative Arts (Chattanooga, TN)
Chattahoochee County High School (Cusseta, GA)
Chattahoochee High School (Alpharetta, GA)
Chattanooga Christian School (Chattanooga, TN)
Chattanooga Girls Leadership Academy (Chattanooga, TN)
Chattanooga HS (Chattanooga, OK)
Chattanooga School For Arts And Sciences Upper (Chattanooga, TN)
Chattooga High School (Summerville, GA)
Chauncey H Duker School (Mchenry, IL)
Chautauqua Charter School (Panama City, FL)
Chautauqua Christian Academy (Jamestown, NY)
Chautauqua Elementary (Vashon, WA)
Chautauqua High (Continuation) (Big Bear City, CA)
Chautauqua Lake Secondary School (Mayville, NY)
Chavez (Cesar) Elementary (San Francisco, CA)
Chavez Elementary (Long Beach, CA)
Chavez Excel Academy (San Antonio, TX)
Chavez H S (Houston, TX)
Chavez/Huerta K-12 Preparatory Academy (Pueblo, CO)
Chaviva High School (Cleveland Heights, OH)
Chawanakee Academy Charter (O'Neals, CA)
Chazy Central Rural Elementary School (Chazy, NY)
Chazy Central Rural Junior-Senior High School (Chazy, NY)
Cheatham Co Central (Ashland City, TN)
Cheatham Hill Elementary School (Marietta, GA)
Cheboygan Area High School (Cheboygan, MI)
Cheboygan Middle School (Cheboygan, MI)
Checotah HS (Checotah, OK)
Checotah Intermediate Es (Checotah, OK)
Cheder Of Los Angeles (Los Angeles, CA)
Chedvas Bais Yaakov High School (Lakewood, NJ)
Cheektowaga High School (Cheektowaga, NY)
Cheerful Heart Academy (Naples, FL)
Chelan High School (Chelan, WA)
Chelan Middle School (Chelan, WA)
Chelan School Of Innovation (Chelan, WA)
Chelmsford High (North Chelmsford, MA)
Chelsea Academy (Front Royal, VA)
Chelsea Career And Technical Education High School (New York, NY)
Chelsea Elem School (Frankfort, IL)
Chelsea Elementary School (Chelsea, ME)
Chelsea High (Chelsea, MA)
Chelsea High School (Chelsea, AL)
Chelsea High School (Chelsea, MI)
Chelsea HS (Chelsea, OK)
Chelsea Opportunity Academy (Chelsea, MA)
Chelsea Park Elementary School (Chelsea, AL)
Chelsea School (Hyattsville, MD)
Cheltenham HS (Wyncote, PA)
Chemawa Indian School (Salem, OR)
Chemehuevi Valley Elementary (Havasu Lake, CA)
Chenango Forks Elementary School (Binghamton, NY)
Chenango Forks High School (Binghamton, NY)
Chenango Valley High School (Binghamton, NY)
Chenega School (Chenega Bay, AK)
Cheney Elementary (Orlando, FL)
Cheney High (Cheney, KS)
Cheney High School (Cheney, WA)
Cheney Middle School (West Fargo, ND)
Cheney Open Doors (Cheney, WA)
Chequamegon High (Park Falls, WI)
Cheraw High (Cheraw, SC)
Cheraw School (Cheraw, CO)
Cherokee Bend Elementary School (Mountain Brook, AL)
Cherokee Bluff High School (Flowery Branch, GA)
Cherokee Central High School (Cherokee, NC)
Cherokee Christian Schools (Woodstock, GA)
Cherokee County Career Technology Center (Centre, AL)
Cherokee County High School (Centre, AL)
Cherokee Creek Boys School (Westminster, SC)
Cherokee Elementary School (Guntersville, AL)
Cherokee Extension School (Bryson City, NC)
Cherokee High School (Canton, GA)
Cherokee High School (Cherokee, AL)
Cherokee High School (Marlton, NJ)
Cherokee High School (Rogersville, TN)
Cherokee HS (Cherokee, OK)
Cherokee Park Elementary School (Shreveport, LA)
Cherokee School (Cherokee, TX)
Cherokee Trail High School (Aurora, CO)
Cherry Avenue Middle (Tulare, CA)
Cherry Creek Charter Academy (Greenwood Village, CO)
Cherry Creek Elementary School (Marquette, MI)
Cherry Creek Elevation (Centennial, CO)
Cherry Creek Elevation (Greenwood Village, CO)
Cherry Creek High School (Greenwood Village, CO)
Cherry Creek School (Springville, UT)
Cherry Drive Elementary School (Thornton, CO)
Cherry Hill High School East (Cherry Hill, NJ)
Cherry Hill High School West (Cherry Hill, NJ)
Cherry Hill Middle (Elkton, MD)
Cherry Hill Regional School (Cherry Hill, NJ)
Cherry Hill School (River Edge, NJ)
Cherry Secondary (Iron, MN)
Cherry Street School (Bridgeton, NJ)
Cherry Valley School (Polson, MT)
Cherry Valley-Springfield Central School (Cherry Valley, NY)
Cherrylee Elementary (El Monte, CA)
Cherryvale Sr / Middle School (Cherryvale, KS)
Cherryville High (Cherryville, NC)
Cherrywood Elementary (San Jose, CA)
Chesak Elementary School (Lake In The Hills, IL)
Chesaning Union High School (Chesaning, MI)
Chesaning Union Schools Alternative Education (Chesaning, MI)
Chesapeake Bay Academy (Virginia Beach, VA)
Chesapeake Bay Middle (Pasadena, MD)
Chesapeake Career Center (Chesapeake, VA)
Chesapeake Charter School (Lexington Park, MD)
Chesapeake Christian School (Easton, MD)
Chesapeake High (Baltimore, MD)
Chesapeake High (Pasadena, MD)
Chesapeake High School (Chesapeake, OH)
Chesapeake Math And It Public Charter (Laurel, MD)
Chesapeake Math And It South Public Charter (Upper Marlboro, MD)
Chesapeake Science Point (Hanover, MD)
Chesbrough Elementary School (Kentwood, LA)
Cheshire Elementary (Delaware, OH)
Cheshire High School (Cheshire, CT)
Chesnee High (Chesnee, SC)
